Coder,Asset_Name,Brand,Lead_Country,Year_Produced,Year_Aired,Segment,Agency,Character_Name,Character_Description,Q1_Prominence,Q2_Age,Q2a_Age_SpecifyOther,Q3_Sex,Q4_Gender,Q5_LGBTQ,Q6_Animated,Q6a_Animated_OtherSpecify,Q7_Race_Ethnicity,Q7a_RE_OtherSpecify,Q8_Disability,Q9a_Shopping,Q9b_Driving,Q9c_Cleaning,Q9d_Cooking,Q9e_Working,Q9f_Socializing,Q9g_Nothing,Q9h_Eating/Drinking,Q9i_Exercising,Q9j_Activity Other,Q9j_Activity_Other_Specify,Q10a_Kitchen,Q10b_Office,Q10c_Car,Q10d_Store,Q10e_Outdoors,Q10f_Living Room,Q10g_Restaurant_Bar,Q10h_Gym,Q10i_Bedroom,Q10j_Bathroom,Q10k_Sporting_Event,Q10l_Classroom,Q10m_Location_Other,Q10m_Location_Other_Specify,Q11_Revealing_Clothing,Q12_Nudity,Q12a_Nudity_Other_Specify,Q13_Visually_Objectified,Q14_Verbally_Objectified,Q15_Intelligence,Q16_Humor,Q17_Occupation,Q18_Leader,Q19_Authority,Q20_Body Type,Q20a_Body_Type_Other_Specify,Q21a_Disordered_Eating,Q21b_Selfy_injury,Q21c_NegativeTalk,Q21d_Body_Modification,Q22a_Visual_Shame,Q22b_Verbal_Shame,Q22c_Sizeist_Slurs,Q22d_Punchline,Q22e_Denied_Personal_Opportunity,Q22f_Denied_Professional_Opportunity,Q22g_Other_Prejudice,Q22g_Prejudice_Other_Specify,Q23a_Lazy,Q23b_Physically_Slow,Q23c_Stupid,Q23d_Loser,Q23e_Inactive,Q23f_Poorly_Dressed,Q23g_Funny,Q23h_Jolly,Q23i_Clumsy,Q23j_Alone,Q24a_Comic_Relief,Q24b_Sidekick,Q24c_Mamma_Hen,Q24d_Nympho,Q25_Fat_to_Fit,Q26_Inspo_Porn,Q27_NOTES,Notes on Dwelling
Romeo,Trailer,Pedigree,Russia,2020,2020,Petcare,BBDO,Man #2,other man in grey Top and green pants,2,5,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,0,0,1,playing with dog,0,0,0,0,0,0,0,0,0,0,0,0,1,studio/on set,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Trailer,Pedigree,Russia,2020,2020,Petcare,BBDO,Ref,man in ref uni,2,5,,2,10,0,0,,1,,0,0,0,0,0,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,studio made to look like park/outside,0,0,,0,0,0,0,1,0,0,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Milena,Pedigree Puppy Ball,Pedigree,Latin America,2020,2020,Petcare,BBDO,little girl,red shirt,2,1,,1,10,10,0,,2,,0,0,0,0,0,0,0,0,0,0,1,playing with dog,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,10,,0,0,0,0,10,0,0,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Pedigree Covid Response,Pedigree,Mexico; Chile ; Argentina; Colombia ; Puerto Rico ; Panama,2020,2020,Petcare,BBDO,Young Girl #1,with glasses and under blanket with dog,2,2,,1,10,10,0,,1,,0,0,0,0,0,0,0,0,0,0,1,playing on phone and with dog,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,10,,0,0,0,0,10,0,0,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Jenna,Wet Race,Pedigree,Russia,2020,2020,Petcare,BBDO,Dog owner 3,Yellow sweatshirt,2,4,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,0,0,1,Grooming/racing dogs,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,,0,0,0,2,0,0,0,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Jenna,Wet Race,Pedigree,Russia,2020,2020,Petcare,BBDO,Dog owner 1,Blue collared shirt,2,4,,1,10,0,0,,1,,0,0,0,0,0,0,0,0,0,0,1,Grooming/racing dogs,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,,0,0,0,0,0,0,2,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Pedigree Covid Response,Pedigree,Mexico; Chile ; Argentina; Colombia ; Puerto Rico ; Panama,2020,2020,Petcare,BBDO,Girl #1,girl in pink top and khakis taking a selfie with tiny white dog,2,4,,1,10,0,0,,1,,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Jenna,COVID 19 Social Feed 3,Pedigree,United States,2020,2020,Petcare,BBDO,Dog owner,Pink t-shirt,2,4,,1,10,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,2,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Pedigree Covid Response,Pedigree,Mexico; Chile ; Argentina; Colombia ; Puerto Rico ; Panama,2020,2020,Petcare,BBDO,Wife #2,partner in bed with dog and hair down,2,4,,1,10,1,0,,2,,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Pedigree Covid Response,Pedigree,Mexico; Chile ; Argentina; Colombia ; Puerto Rico ; Panama,2020,2020,Petcare,BBDO,Wife #3,partner in bed with dog and hair in pony tail,2,4,,1,10,1,0,,2,,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Jenna,Mutts for Trucks - Aldrick,Pedigree,United States,2019,2020,Petcare,BBDO,Trucker's wife,Blue shirt,2,5,,1,10,0,0,,3,,0,0,0,0,0,0,0,0,0,0,1,Parenting,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,2,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Pedigree Covid Response,Pedigree,Mexico; Chile ; Argentina; Colombia ; Puerto Rico ; Panama,2020,2020,Petcare,BBDO,Wife #1,in bed with dog,2,5,,1,10,0,0,,1,,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Pedigree - Small Dogs,Pedigree,Russia,2020,2020,Petcare,BBDO,Russian Woman,blonde woman watching dogs play,1,4,,1,10,0,0,,1,,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,0,3,0,0,0,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Pedigree SelfieSTIX,Pedigree,Russia,2020,2020,Petcare,BBDO,Woman #1,blonde woman in selfie,2,5,,1,10,0,0,,1,,0,0,0,0,0,0,0,1,0,0,1,taking photo with pet,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,World Animal Day w/ Alla,Pedigree,Russia,2020,2020,Petcare,BBDO,Alla,blonde woman with black dog,1,5,,1,10,0,0,,1,,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Jenna,Mutts for Trucks - Aldrick,Pedigree,United States,2019,2020,Petcare,BBDO,Humane society employee 5,Red hair,2,4,,1,10,0,0,,1,,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,Mobile pet adoption site/vehicle,0,0,,0,0,0,0,1,0,2,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Melanie,Dogs on Zoom,Pedigree,United States,2020,2020,Petcare,BBDO,Rachel,brown hair,2,3,,1,10,0,0,,1,,0,0,0,0,0,0,0,0,0,0,1,choosing a dog on zoom,0,0,0,0,0,0,0,0,0,0,0,0,1,home office,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Obstacle Walk,Pedigree,Russia,2020,2020,Petcare,BBDO,Woman #1,in pink top,2,4,,1,10,0,0,,1,,0,0,0,0,0,0,0,0,0,0,1,playing with dog,0,0,0,0,0,0,0,0,0,0,0,0,1,studio made to look like park/outside,0,0,,0,0,0,2,0,0,0,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Trailer,Pedigree,Russia,2020,2020,Petcare,BBDO,Woman #1,in pink top and grey pants,2,4,,1,10,0,0,,1,,0,0,0,0,0,0,0,0,0,0,1,playing with dog,0,0,0,0,0,0,0,0,0,0,0,0,1,studio made to look like park/outside,0,0,,0,0,0,2,0,0,0,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Trailer,Pedigree,Russia,2020,2020,Petcare,BBDO,Woman #2,blonde woman with orange top,2,5,,1,10,0,0,,1,,0,0,0,0,0,0,0,0,0,0,1,playing with dog,0,0,0,0,0,0,0,0,0,0,0,0,1,studio made to look like park/outside,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Trailer,Pedigree,Russia,2020,2020,Petcare,BBDO,Woman #3,brunette with blue top,2,4,,1,10,0,0,,1,,0,0,0,0,0,0,0,0,0,0,1,playing with dog,0,0,0,0,0,0,0,0,0,0,0,0,1,studio made to look like park/outside,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Trailer,Pedigree,Russia,2020,2020,Petcare,BBDO,Man #3,afro with yellow top,2,4,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,0,0,1,playing with dog,0,0,0,0,0,0,0,0,0,0,0,0,1,studio made to look like park/outside,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Pedigree Covid Response,Pedigree,Mexico; Chile ; Argentina; Colombia ; Puerto Rico ; Panama,2020,2020,Petcare,BBDO,Yogi #1,brunette woman in purple doing yoga,2,4,,1,10,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,1,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
CAckel,Active Together - Promo Cat,Perfect Fit,France,2020,2020,Petcare,BBDO,strawberry lady,strawberry eating,2,4,,1,10,0,0,,1,,0,0,0,0,0,0,0,0,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,9,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
CAckel,Active Together - Promo Cat,Perfect Fit,France,2020,2020,Petcare,BBDO,workout lady,exercise. all,2,4,,1,10,0,0,,3,,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Camryn,Active Together - Promo Dog,Perfect Fit,France,2020,2020,Petcare,BBDO,Running Man,,2,4,,2,10,0,0,,3,,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,9,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Camryn,Active Together - Promo Dog,Perfect Fit,France,2020,2020,Petcare,BBDO,Woman Doing Crunches,,2,5,,1,10,0,0,,3,,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,9,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
CAckel,Active Together - Promo Cat,Perfect Fit,France,2020,2020,Petcare,BBDO,running lady,lg pony tail,2,9,,1,10,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
CAckel,Rolling,SCHMACKOS,Australia,2020,2020,Petcare,DDB,Male Bowler,,2,6,,2,10,0,1,animated human,2,,0,0,0,0,0,0,0,0,0,0,1,bowling,0,0,0,0,0,0,0,0,0,0,0,0,1,bowling alley,0,0,,0,0,0,0,0,0,0,6,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
CAckel,Rolling,SCHMACKOS,Australia,2020,2020,Petcare,DDB,Dog Lady,flowered dress,1,7,,1,10,0,1,animated human,1,,0,0,0,0,0,0,0,0,0,0,1,feeding her dog,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,0,1,0,1,1,5,,10,10,10,10,0,0,0,0.0,0,0,0,,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,,
CEspinoza,Jumping,SCHMACKOS,Australia,2020,2020,Petcare,DDB,Woman in tracksuit,Woman in tracksuit,1,7,,1,10,0,1,animated human,1,,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,0,2,0,0,0,5,,10,10,10,10,0,0,0,1.0,0,0,0,,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,,
CEspinoza,Disruptive,SCHMACKOS,Australia,2020,2020,Petcare,DDB,Woman in tracksuit,Woman in tracksuit,2,7,,1,10,0,1,animated human,1,,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,0,2,0,0,0,5,,10,10,10,10,0,0,0,0.0,0,0,0,,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,,
CAckel,Rolling,SCHMACKOS,Australia,2020,2020,Petcare,DDB,Beach goer,,2,6,,2,10,0,1,animated human,1,,0,0,0,0,0,0,0,0,0,0,1,drawing,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1,,0,0,0,0,0,0,0,5,,10,10,10,10,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CEspinoza,Jumping,SCHMACKOS,Australia,2020,2020,Petcare,DDB,Pilot 2,Pilot 2,2,6,,1,10,0,1,animated human,1,,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,plane,0,0,,0,0,0,2,1,0,0,4,,10,10,10,10,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
CEspinoza,Jumping,SCHMACKOS,Australia,2020,2020,Petcare,DDB,Pilot 1,Pilot 1,2,8,,2,10,0,1,animated human,1,,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,plane,0,0,,0,0,0,2,1,0,0,4,,10,10,10,10,0,0,0,1.0,0,0,0,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,
CAckel,Rolling,SCHMACKOS,Australia,2020,2020,Petcare,DDB,Snow boarder,,2,1,,9,10,10,1,animated human,9,,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,10,,0,0,0,2,10,0,0,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
CAckel,Rolling,SCHMACKOS,Australia,2020,2020,Petcare,DDB,Female Bowler,,2,6,,1,10,0,1,animated human,1,,0,0,0,0,0,0,0,0,0,0,1,bowling,0,0,0,0,0,0,0,0,0,0,0,0,1,bowling alley,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Melanie,Seeds of Change - Relaunch,Seeds of Change,Canada,2020,2020,Food,BBDO,man,farmer,2,7,,2,10,0,0,,1,,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,1,0,0,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
CAckel,Bandaid,Sheba,United States,2020,2020,Petcare,BBDO,Mom,reading w/ cat on shoulder,1,5,,1,10,0,0,,1,,0,0,0,0,0,0,0,0,0,0,1,reading,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,0,3,0,1,3,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Melanie,Bandaid with Super,Sheba,United States,2020,2020,Petcare,BBDO,woman,brown hair glasses,1,4,,1,10,0,0,,1,,0,0,0,0,0,0,0,0,0,0,1,cat sitting on her,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,2,3,0,0,0,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Pamela,Caturday Night - Taste of Rome,Sheba,United Kingdom,2020,2020,Petcare,BBDO,Man wearing blue,"Dark hair, beard, wearing blue button down",2,5,,2,10,0,0,,3,,0,0,0,0,1,0,0,1,0,1,1,"Texting, watching TV",1,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,0,0,1,1,1,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Emma,Caturday Night -Taste of Tokyo,Sheba,United Kingdom,2020,2020,Petcare,BBDO,Cat Owner,Making dinner,2,6,,2,10,0,0,,3,,0,0,0,0,1,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,2,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Jenna,Crooner (UK),Sheba,United Kingdom,2020,2020,Petcare,BBDO,Singer,Black/gold jacket,1,6,,1,10,0,0,,1,,0,0,0,0,0,0,0,0,0,0,1,Singing,0,0,0,0,0,0,0,0,0,0,0,0,1,Set,0,0,,0,0,0,0,0,0,2,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Pamela,Crooner (US),Sheba,United States,2019,2020,Petcare,BBDO,Singer,"Brown hair, wearing glittery suit",1,5,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,0,0,1,Singing,0,0,0,0,0,0,0,0,0,0,0,0,1,Concert venue,0,0,,0,0,0,3,1,1,1,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Pamela,Crooner (US),Sheba,United States,2019,2020,Petcare,BBDO,Woman feeding cat,"Light brown hair, wearing pink sweater",2,5,,1,10,0,0,,1,,0,0,0,0,0,0,0,1,0,0,1,Feeding cat,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,2,0,1,1,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Melanie,Halves,Sheba,United States,2020,2020,Petcare,BBDO,asian man,with cat,2,4,,2,10,0,0,,5,,0,0,0,0,0,0,0,0,0,0,1,petting cat,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Jenna,Laser,Sheba,United States,2020,2020,Petcare,BBDO,SWAT team member 1,Playing with cat,1,6,,2,10,0,0,,1,,0,0,0,0,0,1,0,0,0,0,1,Playing with cat,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,0,2,1,0,1,4,,10,10,10,10,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
Jenna,Laser,Sheba,United States,2020,2020,Petcare,BBDO,SWAT team member 2,On walkie-talkie,1,6,,2,10,0,0,,5,,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,0,0,1,1,3,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Melanie,Laundry,Sheba,United States,2020,2020,Petcare,BBDO,asian man,with cat,2,4,,2,10,0,0,,5,,0,0,0,0,0,0,0,0,0,0,1,playing with cat,0,0,0,0,0,0,0,0,0,0,0,0,1,laundry room,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Jenna,Sheba Documentary Series - Episode 1,Sheba,United Kingdom,2020,2020,Petcare,BBDO,Inmate 7,"Black beard, shaved head",2,5,,2,10,0,0,,2,,0,0,0,0,0,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,Corrections facility,0,0,,0,0,0,0,0,0,0,4,,10,10,10,10,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"not quite sure of race. family does not look white, possibly australian native?",
Jenna,Sheba Documentary Series - Episode 1,Sheba,United Kingdom,2020,2020,Petcare,BBDO,Inmate 1,Gray ponytail/beard,1,7,,2,10,0,0,,1,,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,Corrections facility,0,0,,0,0,0,0,0,0,0,4,,10,10,10,10,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
Jenna,Sheba Documentary Series - Episode 1,Sheba,United Kingdom,2020,2020,Petcare,BBDO,Security guard 2,"Blonde, returning possessions",1,5,,1,10,0,0,,1,,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,Corrections facility,0,0,,0,0,0,0,1,1,2,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Jenna,Sheba Documentary Series - Episode 1,Sheba,United Kingdom,2020,2020,Petcare,BBDO,Security guard 1,In mirror,2,5,,2,10,0,0,,1,,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,Corrections facility,0,0,,0,0,0,0,1,1,2,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Jenna,Sheba Documentary Series - Episode 1,Sheba,United Kingdom,2020,2020,Petcare,BBDO,Security guard 3,Clean shaven face/head,2,5,,2,10,0,0,,1,,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,Corrections facility,0,0,,0,0,0,0,1,1,2,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Jenna,Sheba Documentary Series - Episode 1,Sheba,United Kingdom,2020,2020,Petcare,BBDO,Mr. Miller,"Teal shirt, black hat",1,7,,2,10,0,0,,3,,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,Corrections facility,0,0,,0,0,0,0,1,1,3,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Jenna,Sheba Documentary Series - Episode 1,Sheba,United Kingdom,2020,2020,Petcare,BBDO,Inmate 3,Short blonde hair/beard,1,5,,2,10,0,0,,1,,0,0,0,0,0,1,0,1,0,0,1,Using cell phone,0,0,0,0,0,0,0,0,0,0,0,0,1,Corrections facility,0,0,,0,0,3,3,0,0,1,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Jenna,Sheba Documentary Series - Episode 1,Sheba,United Kingdom,2020,2020,Petcare,BBDO,Inmate 2,"Bald, black goatee",1,11,7 (50s) in present day; 5 (30s) and 6 (40s) in photos,2,10,0,0,,1,,0,0,0,0,0,1,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,1,Corrections facility,0,0,,0,0,3,3,0,0,1,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Jenna,Sheba Documentary Series - Episode 1,Sheba,United Kingdom,2020,2020,Petcare,BBDO,Inmate 6,"Black ponytail, mopping",2,6,,2,10,0,0,,2,,0,0,0,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,Corrections facility,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Jenna,Sheba Documentary Series - Episode 1,Sheba,United Kingdom,2020,2020,Petcare,BBDO,Animated man,In intro,2,6,,2,10,0,1,Animated man,9,,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,Set,0,0,,0,0,0,0,0,0,1,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Jenna,Sheba Documentary Series - Episode 1,Sheba,United Kingdom,2020,2020,Petcare,BBDO,Inmate 4,"White t-shirt, short white hair, no facial hair",1,8,,2,10,0,0,,1,,0,0,0,0,0,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,Corrections facility,0,0,,0,0,0,0,0,0,1,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
